Sents;Class;;;;;
However, in variance to the recommendations in literature, attaining bargaining power seems to be even more important, for the current study participants, as volume bundling and extension of supply base were identified as the most frequently used tactical sourcing levers for strategic purchases.;0;;;;;
Findings yielded by the present study identify two groups of tactical sourcing levers, the first of which consists of volume bundling, price evaluation and extension of supply base.;0;;;;;
In nearly all portfolio quadrants, these are the most frequently employed levers.;0;;;;;
These represent what authors call the transaction-oriented, more traditional sourcing levers focused on capturing most of the value on the supply market in a rather adversarial approach.;0;;;;;
The second group consists of product optimization, process optimization, optimization of supply relationships and category-spanned optimization.;0;;;;;
In this study, these are the least used levers for nearly all portfolio quadrants.;0;;;;;
According to the extant literature, these levers are intended to focus on creating value in the supply market via a relationship-oriented, more advanced approach.;0;;;;;
In the analyzed sourcing projects, purchasing teams generally tend to apply transaction-oriented levers to all portfolio quadrants and selectively add more efforts to relationship-oriented levers, when strategic importance increases and supply risk reduces.;0;;;;;
It is striking that the scores for most tactical sourcing levers are below the mid-point of the 7-point Likert scale with little deviation.;0;;;;;
Only volume bundling and price evaluation just score above the mid-point for nearly all portfolio quadrants.;0;;;;;
Overall, the data shows that the respondents opted for a wide range of sourcing levers without focusing on a few or single lever in extreme form.;0;;;;;
Several of the present study findings are well aligned with the tactics recommended in pertinent literature.;0;;;;;
Price evaluation has been most applied to leverage and strategic purchases.;2;;;;;
This corresponds to studies recommending target pricing for leverage purchases. ;2;;;;;
Calling for long-term, privileged relationships, optimization of supply relationships was most applied for strategic purchases.;4;;;;;
Still, in many cases, empirical reality diverges from the conceptual, normative recommendations.;0;;;;;
Optimization of supply relationships is frequently used for bottleneck purchases.;3;;;;;
For strategic purchases, volume bundling and price evaluation are even more employed than that the highly recommended optimization of supply relationships.;4;;;;;
Moreover, several publications create the impression that most tactical sourcing levers are exclusively limited to a single portfolio quadrant.;0;;;;;
Efficient processing is deemend applicable solely to non-critical purchases.;1;;;;;
 Long-term supply relationships pertain to strategic purchases only.;4;;;;;
